Latitude (decimal degrees):	2.303
Longitude (decimal degrees):	32.964
Elevation (m):	1120
Radiation database:	PVGIS-SARAH2


Slope: 4 deg. (optimum)
Azimuth: 0 deg. 
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20191205:0806,484.79,631.52,56.5,23.56,1.52,0.0
20191205:0906,445.94,585.8,64.07,24.38,1.17,0.0
20191205:1006,529.96,708.76,64.48,25.52,0.9,0.0
20191205:1106,504.23,680.13,57.45,26.06,0.28,0.0
20191205:1206,444.3,587.71,46.47,26.34,0.9,0.0
20191205:1306,345.84,453.49,33.82,26.35,1.31,0.0
20191205:1406,178.62,244.67,20.44,26.16,1.59,0.0
20191205:1506,26.21,51.15,6.72,24.84,1.1,0.0
20191205:1606,0.0,0.0,0.0,23.56,1.66,0.0
20191205:1706,0.0,0.0,0.0,22.34,2.0,0.0
20191205:1806,0.0,0.0,0.0,21.08,2.0,0.0
20191205:1906,0.0,0.0,0.0,20.83,1.52,0.0
20191205:2006,0.0,0.0,0.0,20.47,1.17,0.0
20191205:2106,0.0,0.0,0.0,19.35,0.9,0.0
20191205:2206,0.0,0.0,0.0,18.84,0.83,0.0
20191205:2306,0.0,0.0,0.0,18.61,0.9,0.0
20191206:0006,0.0,0.0,0.0,18.41,0.9,0.0
20191206:0106,0.0,0.0,0.0,18.18,0.9,0.0
20191206:0206,0.0,0.0,0.0,18.08,0.97,0.0
20191206:0306,0.0,0.0,0.0,17.81,1.1,0.0
20191206:0406,16.8,36.73,5.26,17.69,0.97,0.0
20191206:0506,165.02,223.05,18.99,20.08,0.62,0.0
20191206:0606,419.97,541.88,32.41,22.19,1.03,0.0
20191206:0706,492.61,641.09,45.14,23.79,1.31,0.0
20191206:0806,632.43,848.04,56.35,25.34,1.17,0.0
20191206:0906,618.5,840.71,63.92,26.39,0.9,0.0
20191206:1006,661.24,906.09,64.38,27.19,1.03,0.0
20191206:1106,677.12,921.53,57.43,27.64,1.38,0.0
20191206:1206,571.94,767.53,46.49,27.93,1.17,0.0
20191206:1306,433.01,575.16,33.87,28.04,1.03,0.0
20191206:1406,233.96,322.96,20.51,27.36,0.97,0.0
20191206:1506,38.53,75.49,6.81,26.13,0.97,0.0
20191206:1606,0.0,0.0,0.0,24.55,1.38,0.0
20191206:1706,0.0,0.0,0.0,23.09,0.83,0.0
20191206:1806,0.0,0.0,0.0,23.26,0.34,0.0
20191206:1906,0.0,0.0,0.0,21.88,0.9,0.0
20191206:2006,0.0,0.0,0.0,21.1,0.62,0.0
20191206:2106,0.0,0.0,0.0,20.31,0.28,0.0
20191206:2206,0.0,0.0,0.0,19.96,0.07,0.0
20191206:2306,0.0,0.0,0.0,19.41,0.83,0.0
20191207:0006,0.0,0.0,0.0,19.0,1.1,0.0
20191207:0106,0.0,0.0,0.0,18.69,1.24,0.0
20191207:0206,0.0,0.0,0.0,18.57,1.17,0.0
20191207:0306,0.0,0.0,0.0,18.3,1.17,0.0
20191207:0406,11.71,27.15,5.16,17.95,0.97,0.0
20191207:0506,201.99,272.4,18.88,19.63,0.55,0.0
20191207:0606,423.72,549.89,32.28,22.0,0.55,0.0
20191207:0706,505.28,664.21,45.0,23.73,0.69,0.0
20191207:0806,658.55,892.34,56.19,24.9,0.76,0.0
20191207:0906,649.41,883.76,63.78,26.0,0.97,0.0
20191207:1006,631.47,854.39,64.29,26.42,1.24,0.0
20191207:1106,353.42,467.97,57.41,27.03,1.24,0.0
20191207:1206,519.28,687.73,46.52,26.86,1.38,0.0
20191207:1306,349.65,457.57,33.92,26.17,1.45,0.0
20191207:1406,207.44,282.58,20.58,25.79,1.52,0.0
20191207:1506,37.77,72.23,6.89,24.84,1.38,0.0
20191207:1606,0.0,0.0,0.0,23.85,1.52,0.0
20191207:1706,0.0,0.0,0.0,23.0,1.59,0.0
20191207:1806,0.0,0.0,0.0,22.46,1.66,0.0
20191207:1906,0.0,0.0,0.0,21.62,1.24,0.0
20191207:2006,0.0,0.0,0.0,20.96,0.76,0.0
20191207:2106,0.0,0.0,0.0,20.3,0.9,0.0
20191207:2206,0.0,0.0,0.0,20.07,0.9,0.0
20191207:2306,0.0,0.0,0.0,19.64,0.97,0.0
20191208:0006,0.0,0.0,0.0,19.69,0.83,0.0
20191208:0106,0.0,0.0,0.0,19.76,0.55,0.0
20191208:0206,0.0,0.0,0.0,19.61,0.41,0.0
20191208:0306,0.0,0.0,0.0,18.3,1.1,0.0
20191208:0406,0.0,4.99,5.05,18.25,1.17,0.0
20191208:0506,128.07,175.16,18.76,19.95,0.9,0.0
20191208:0606,429.25,553.48,32.15,21.87,1.03,0.0
20191208:0706,576.21,760.68,44.86,24.17,0.97,0.0
20191208:0806,510.38,677.5,56.05,25.67,1.1,0.0
20191208:0906,583.53,784.81,63.64,26.24,1.17,0.0
20191208:1006,370.53,491.66,64.21,26.72,1.03,0.0
20191208:1106,586.1,793.07,57.39,27.14,0.97,0.0
20191208:1206,581.54,780.52,46.54,27.21,1.03,0.0
20191208:1306,442.5,583.85,33.98,27.11,1.24,0.0
20191208:1406,257.06,352.17,20.65,26.32,1.45,0.0
20191208:1506,0.8,7.99,6.98,25.06,1.1,0.0
20191208:1606,0.0,0.0,0.0,23.96,0.55,0.0
20191208:1706,0.0,0.0,0.0,23.78,0.28,0.0
20191208:1806,0.0,0.0,0.0,22.2,0.9,0.0
20191208:1906,0.0,0.0,0.0,20.78,1.17,0.0
20191208:2006,0.0,0.0,0.0,20.37,1.03,0.0
20191208:2106,0.0,0.0,0.0,20.09,0.83,0.0
20191208:2206,0.0,0.0,0.0,19.3,0.97,0.0
20191208:2306,0.0,0.0,0.0,18.58,1.24,0.0
20191209:0006,0.0,0.0,0.0,18.51,1.38,0.0
20191209:0106,0.0,0.0,0.0,18.35,1.45,0.0
20191209:0206,0.0,0.0,0.0,18.16,1.52,0.0
20191209:0306,0.0,0.0,0.0,18.13,1.45,0.0
20191209:0406,15.63,34.66,4.95,17.97,1.38,0.0
20191209:0506,173.25,234.23,18.64,20.02,0.83,0.0
20191209:0606,389.43,504.55,32.03,22.5,0.76,0.0
20191209:0706,500.36,657.16,44.73,23.25,0.55,0.0
20191209:0806,641.36,868.22,55.91,24.08,0.48,0.0
20191209:0906,690.42,947.84,63.51,24.61,0.55,0.0
20191209:1006,656.16,887.19,64.14,25.23,1.1,0.0
20191209:1106,514.3,687.76,57.39,26.11,0.83,0.0
20191209:1206,527.69,702.27,46.58,26.48,0.97,0.0
20191209:1306,210.15,281.5,34.04,26.76,1.03,0.0
20191209:1406,212.68,290.7,20.73,25.97,0.9,0.0
20191209:1506,45.24,87.0,7.07,23.57,0.41,0.0
20191209:1606,0.0,0.0,0.0,22.31,0.9,0.0
20191209:1706,0.0,0.0,0.0,21.09,1.59,0.0
20191209:1806,0.0,0.0,0.0,20.46,1.66,0.0
20191209:1906,0.0,0.0,0.0,20.92,1.79,0.0
20191209:2006,0.0,0.0,0.0,20.52,1.93,0.0
20191209:2106,0.0,0.0,0.0,19.96,2.0,0.0
20191209:2206,0.0,0.0,0.0,19.71,1.93,0.0
20191209:2306,0.0,0.0,0.0,19.47,1.72,0.0
20191210:0006,0.0,0.0,0.0,19.3,1.52,0.0
20191210:0106,0.0,0.0,0.0,19.21,1.24,0.0
20191210:0206,0.0,0.0,0.0,19.09,1.03,0.0
20191210:0306,0.0,0.0,0.0,18.78,1.31,0.0
20191210:0406,4.98,15.98,4.84,18.62,1.38,0.0
20191210:0506,146.29,197.77,18.53,19.29,1.52,0.0
20191210:0606,202.56,262.48,31.9,20.4,2.41,0.0
20191210:0706,585.3,755.06,44.59,20.48,1.17,0.0
20191210:0806,645.79,843.66,55.77,21.28,1.45,0.0
20191210:0906,741.56,988.76,63.39,21.99,1.45,0.0
20191210:1006,540.13,711.35,64.07,22.89,1.03,0.0
20191210:1106,607.7,814.23,57.38,23.88,0.69,0.0
20191210:1206,40.46,66.92,46.62,24.48,0.69,0.0
20191210:1306,27.02,48.94,34.1,23.98,0.69,0.0
20191210:1406,128.69,177.06,20.81,22.24,0.41,0.0
20191210:1506,48.01,90.79,7.16,20.87,0.41,0.0
20191210:1606,0.0,0.0,0.0,20.25,0.55,0.0
20191210:1706,0.0,0.0,0.0,19.81,0.76,0.0
20191210:1806,0.0,0.0,0.0,19.54,0.9,0.0
20191210:1906,0.0,0.0,0.0,19.15,0.9,0.0
20191210:2006,0.0,0.0,0.0,18.98,0.41,0.0
20191210:2106,0.0,0.0,0.0,18.71,0.07,0.0
20191210:2206,0.0,0.0,0.0,18.2,0.48,0.0
20191210:2306,0.0,0.0,0.0,18.42,0.69,0.0
20191211:0006,0.0,0.0,0.0,18.25,0.83,0.0
20191211:0106,0.0,0.0,0.0,18.05,0.76,0.0
20191211:0206,0.0,0.0,0.0,17.98,0.69,0.0
20191211:0306,0.0,0.0,0.0,17.91,0.48,0.0
20191211:0406,13.56,31.78,4.73,17.8,0.28,0.0
20191211:0506,128.18,174.39,18.41,18.06,0.34,0.0
20191211:0606,403.92,516.32,31.78,18.93,0.48,0.0
20191211:0706,583.27,760.53,44.46,21.79,0.97,0.0
20191211:0806,673.21,901.88,55.64,23.13,0.9,0.0
20191211:0906,750.77,1030.2,63.27,24.96,1.03,0.0
20191211:1006,744.98,1021.3,64.01,26.09,1.31,0.0
20191211:1106,678.58,911.27,57.38,26.8,1.86,0.0
20191211:1206,504.47,663.77,46.66,26.98,1.86,0.0
20191211:1306,337.71,440.88,34.16,25.95,1.66,0.0
20191211:1406,255.26,345.82,20.89,25.07,1.72,0.0
20191211:1506,51.19,98.93,7.25,24.3,1.52,0.0
20191211:1606,0.0,0.0,0.0,23.19,1.52,0.0
20191211:1706,0.0,0.0,0.0,22.32,1.45,0.0
20191211:1806,0.0,0.0,0.0,21.62,1.31,0.0
20191211:1906,0.0,0.0,0.0,20.82,1.17,0.0
20191211:2006,0.0,0.0,0.0,20.24,0.9,0.0
20191211:2106,0.0,0.0,0.0,19.74,0.83,0.0
20191211:2206,0.0,0.0,0.0,19.04,1.1,0.0
20191211:2306,0.0,0.0,0.0,19.09,1.31,0.0
20191212:0006,0.0,0.0,0.0,18.74,1.17,0.0
20191212:0106,0.0,0.0,0.0,18.33,0.69,0.0
20191212:0206,0.0,0.0,0.0,18.59,0.28,0.0
20191212:0306,0.0,0.0,0.0,18.19,0.41,0.0
20191212:0406,16.09,37.35,4.62,17.62,0.55,0.0
20191212:0506,105.33,146.48,18.3,19.26,0.41,0.0
20191212:0606,367.46,474.86,31.66,21.37,0.48,0.0
20191212:0706,547.17,712.75,44.34,23.33,1.31,0.0
20191212:0806,597.11,795.04,55.51,24.4,1.03,0.0
20191212:0906,707.51,969.72,63.16,25.43,0.9,0.0
20191212:1006,640.65,871.26,63.96,26.4,1.03,0.0
20191212:1106,670.42,907.2,57.39,27.0,1.45,0.0
20191212:1206,194.26,261.8,46.7,27.2,1.45,0.0
20191212:1306,450.34,592.98,34.23,27.22,1.45,0.0
20191212:1406,251.04,341.06,20.97,26.07,1.93,0.0
20191212:1506,50.5,95.47,7.34,23.64,2.07,0.0
20191212:1606,0.0,0.0,0.0,21.93,1.17,0.0
20191212:1706,0.0,0.0,0.0,21.28,0.28,0.0
20191212:1806,0.0,0.0,0.0,20.43,1.1,0.0
20191212:1906,0.0,0.0,0.0,20.05,1.24,0.0
20191212:2006,0.0,0.0,0.0,19.54,1.38,0.0
20191212:2106,0.0,0.0,0.0,19.27,1.24,0.0
20191212:2206,0.0,0.0,0.0,18.92,1.17,0.0
20191212:2306,0.0,0.0,0.0,18.53,0.97,0.0
20191213:0006,0.0,0.0,0.0,18.28,0.76,0.0
20191213:0106,0.0,0.0,0.0,17.65,0.97,0.0
20191213:0206,0.0,0.0,0.0,17.21,1.03,0.0
20191213:0306,0.0,0.0,0.0,16.88,1.1,0.0
20191213:0406,16.65,40.06,4.52,16.74,1.1,0.0
20191213:0506,218.62,297.7,18.18,19.3,0.55,0.0
20191213:0606,420.98,543.85,31.54,21.5,0.76,0.0
20191213:0706,577.22,753.16,44.21,23.52,1.45,0.0
20191213:0806,684.23,904.23,55.38,24.75,2.14,0.0
20191213:0906,745.05,1000.6,63.06,25.34,2.07,0.0
20191213:1006,734.96,991.56,63.91,26.07,2.0,0.0
20191213:1106,691.23,932.75,57.41,26.39,1.59,0.0
20191213:1206,616.45,824.09,46.75,26.71,1.31,0.0
20191213:1306,453.6,594.83,34.31,25.82,1.24,0.0
20191213:1406,253.88,344.2,21.06,25.28,1.45,0.0
20191213:1506,44.79,82.13,7.44,24.29,1.31,0.0
20191213:1606,0.0,0.0,0.0,23.4,1.24,0.0
20191213:1706,0.0,0.0,0.0,22.49,1.38,0.0
20191213:1806,0.0,0.0,0.0,21.95,1.38,0.0
20191213:1906,0.0,0.0,0.0,21.34,1.38,0.0
20191213:2006,0.0,0.0,0.0,20.63,1.38,0.0
20191213:2106,0.0,0.0,0.0,20.16,1.38,0.0
20191213:2206,0.0,0.0,0.0,19.72,1.31,0.0
20191213:2306,0.0,0.0,0.0,19.14,1.17,0.0
20191214:0006,0.0,0.0,0.0,18.79,0.97,0.0
20191214:0106,0.0,0.0,0.0,18.69,0.76,0.0
20191214:0206,0.0,0.0,0.0,18.71,0.69,0.0
20191214:0306,0.0,0.0,0.0,18.34,0.69,0.0
20191214:0406,16.6,41.64,4.41,18.05,0.83,0.0
20191214:0506,205.71,280.39,18.07,19.81,0.83,0.0
20191214:0606,343.45,441.63,31.42,21.54,1.03,0.0
20191214:0706,558.47,731.95,44.09,23.31,0.97,0.0
20191214:0806,655.6,880.04,55.26,24.61,1.03,0.0
20191214:0906,641.46,865.62,62.96,25.61,1.17,0.0
20191214:1006,619.2,833.8,63.88,26.64,1.45,0.0
20191214:1106,482.39,640.96,57.43,26.84,1.31,0.0
20191214:1206,40.69,67.92,46.81,27.06,0.83,0.0
20191214:1306,141.39,195.91,34.38,27.5,0.97,0.0
20191214:1406,209.88,286.48,21.15,27.16,1.66,0.0
20191214:1506,39.99,72.97,7.53,24.45,1.93,0.0
20191214:1606,0.0,0.0,0.0,22.84,1.31,0.0
20191214:1706,0.0,0.0,0.0,21.98,0.9,0.0
20191214:1806,0.0,0.0,0.0,21.32,0.83,0.0
20191214:1906,0.0,0.0,0.0,20.55,0.83,0.0
20191214:2006,0.0,0.0,0.0,20.07,0.62,0.0
20191214:2106,0.0,0.0,0.0,19.32,0.9,0.0
20191214:2206,0.0,0.0,0.0,19.04,1.17,0.0
20191214:2306,0.0,0.0,0.0,18.59,1.03,0.0
20191215:0006,0.0,0.0,0.0,19.0,0.14,0.0
20191215:0106,0.0,0.0,0.0,18.95,0.34,0.0
20191215:0206,0.0,0.0,0.0,17.88,1.17,0.0
20191215:0306,0.0,0.0,0.0,17.57,1.45,0.0
20191215:0406,16.6,41.72,4.3,17.53,1.52,0.0
20191215:0506,212.14,289.08,17.96,19.78,1.24,0.0
20191215:0606,422.67,540.2,31.3,21.88,1.93,0.0
20191215:0706,569.09,733.13,43.97,23.47,2.28,0.0
20191215:0806,663.28,871.46,55.15,24.96,2.41,0.0
20191215:0906,711.66,949.76,62.87,26.32,2.48,0.0
20191215:1006,705.9,947.03,63.84,27.11,2.41,0.0
20191215:1106,537.09,710.49,57.45,27.7,2.34,0.0
20191215:1206,40.62,67.92,46.87,27.69,2.07,0.0
20191215:1306,27.3,49.94,34.46,27.36,2.0,0.0
20191215:1406,82.96,121.07,21.24,25.59,2.83,0.0
20191215:1506,25.37,47.8,7.63,23.72,1.59,0.0
20191215:1606,0.0,0.0,0.0,22.55,0.76,0.0
20191215:1706,0.0,0.0,0.0,22.14,0.69,0.0
20191215:1806,0.0,0.0,0.0,21.57,0.83,0.0
20191215:1906,0.0,0.0,0.0,21.04,1.03,0.0
20191215:2006,0.0,0.0,0.0,20.39,1.24,0.0
20191215:2106,0.0,0.0,0.0,19.96,1.03,0.0
20191215:2206,0.0,0.0,0.0,19.79,0.55,0.0
20191215:2306,0.0,0.0,0.0,19.62,0.21,0.0
20191216:0006,0.0,0.0,0.0,19.27,0.21,0.0
20191216:0106,0.0,0.0,0.0,18.88,0.55,0.0
20191216:0206,0.0,0.0,0.0,17.99,0.55,0.0
20191216:0306,0.0,0.0,0.0,17.88,0.14,0.0
20191216:0406,13.26,33.72,4.19,17.96,0.14,0.0
20191216:0506,201.41,274.87,17.84,18.72,0.07,0.0
20191216:0606,406.13,526.85,31.18,20.92,0.21,0.0
20191216:0706,563.88,740.96,43.85,22.72,0.69,0.0
20191216:0806,671.18,901.78,55.04,24.38,1.03,0.0
20191216:0906,716.5,978.75,62.79,25.51,1.1,0.0
20191216:1006,685.6,931.98,63.82,26.49,1.38,0.0
20191216:1106,581.0,779.57,57.49,27.11,1.38,0.0
20191216:1206,473.86,628.89,46.93,27.46,1.24,0.0
20191216:1306,437.4,579.24,34.54,27.64,1.1,0.0
20191216:1406,246.42,333.08,21.33,26.11,2.21,0.0
20191216:1506,42.32,76.16,7.73,24.28,1.52,0.0
20191216:1606,0.0,0.0,0.0,22.98,0.97,0.0
20191216:1706,0.0,0.0,0.0,22.05,0.62,0.0
20191216:1806,0.0,0.0,0.0,22.02,0.41,0.0
20191216:1906,0.0,0.0,0.0,20.25,1.1,0.0
20191216:2006,0.0,0.0,0.0,19.96,1.17,0.0
20191216:2106,0.0,0.0,0.0,19.53,1.24,0.0
20191216:2206,0.0,0.0,0.0,19.32,1.17,0.0
20191216:2306,0.0,0.0,0.0,18.97,1.17,0.0
20191217:0006,0.0,0.0,0.0,18.62,1.24,0.0
20191217:0106,0.0,0.0,0.0,18.18,1.1,0.0
20191217:0206,0.0,0.0,0.0,17.71,0.9,0.0
20191217:0306,0.0,0.0,0.0,17.38,0.83,0.0
20191217:0406,9.8,25.81,4.08,17.59,0.55,0.0
20191217:0506,186.63,254.36,17.73,18.96,0.14,0.0
20191217:0606,309.48,398.38,31.07,20.53,0.55,0.0
20191217:0706,548.61,712.52,43.74,22.95,1.38,0.0
20191217:0806,682.54,899.63,54.93,24.61,2.21,0.0
20191217:0906,653.41,864.59,62.71,25.77,2.48,0.0
20191217:1006,730.16,981.29,63.8,26.65,2.34,0.0
20191217:1106,681.53,913.73,57.52,27.07,2.07,0.0
20191217:1206,588.63,780.84,47.0,27.43,1.86,0.0
20191217:1306,441.12,580.11,34.63,27.5,1.66,0.0
20191217:1406,240.96,328.01,21.42,27.07,1.59,0.0
20191217:1506,21.57,42.22,7.83,26.51,1.24,0.0
20191217:1606,0.0,0.0,0.0,25.16,1.31,0.0
20191217:1706,0.0,0.0,0.0,23.47,1.17,0.0
20191217:1806,0.0,0.0,0.0,22.93,1.38,0.0
20191217:1906,0.0,0.0,0.0,23.57,0.34,0.0
20191217:2006,0.0,0.0,0.0,22.71,0.62,0.0
20191217:2106,0.0,0.0,0.0,20.66,1.24,0.0
20191217:2206,0.0,0.0,0.0,20.39,1.24,0.0
20191217:2306,0.0,0.0,0.0,20.0,1.03,0.0
20191218:0006,0.0,0.0,0.0,19.88,0.69,0.0
20191218:0106,0.0,0.0,0.0,20.26,0.34,0.0
20191218:0206,0.0,0.0,0.0,19.01,0.76,0.0
20191218:0306,0.0,0.0,0.0,18.63,1.17,0.0
20191218:0406,14.66,38.88,3.97,18.26,1.1,0.0
20191218:0506,206.92,283.61,17.62,19.96,0.76,0.0
20191218:0606,408.96,529.22,30.96,22.45,1.03,0.0
20191218:0706,582.02,758.37,43.63,24.36,1.86,0.0
20191218:0806,692.26,914.48,54.83,25.91,2.62,0.0
20191218:0906,668.93,885.85,62.64,26.76,2.97,0.0
20191218:1006,682.36,906.73,63.79,27.74,3.24,0.0
20191218:1106,284.34,375.16,57.57,28.09,3.17,0.0
20191218:1206,571.49,750.89,47.08,28.44,3.03,0.0
20191218:1306,419.45,548.15,34.71,28.46,2.9,0.0
20191218:1406,262.12,357.03,21.52,28.34,2.62,0.0
20191218:1506,50.12,91.15,7.94,27.46,1.79,0.0
20191218:1606,0.0,0.0,0.0,25.78,1.79,0.0
20191218:1706,0.0,0.0,0.0,24.55,2.28,0.0
20191218:1806,0.0,0.0,0.0,23.51,2.76,0.0
20191218:1906,0.0,0.0,0.0,22.61,2.62,0.0
20191218:2006,0.0,0.0,0.0,21.94,2.41,0.0
20191218:2106,0.0,0.0,0.0,21.2,2.07,0.0
20191218:2206,0.0,0.0,0.0,20.46,1.86,0.0
20191218:2306,0.0,0.0,0.0,19.75,1.79,0.0
20191219:0006,0.0,0.0,0.0,19.4,1.79,0.0
20191219:0106,0.0,0.0,0.0,18.61,1.86,0.0
20191219:0206,0.0,0.0,0.0,18.32,2.0,0.0
20191219:0306,0.0,0.0,0.0,18.12,2.14,0.0
20191219:0406,13.99,38.05,3.86,17.96,2.14,0.0
20191219:0506,208.53,283.95,17.51,19.42,1.79,0.0
20191219:0606,415.87,531.49,30.85,22.16,2.21,0.0
20191219:0706,590.69,757.28,43.52,24.48,3.38,0.0
20191219:0806,717.8,933.79,54.74,26.15,4.14,0.0
20191219:0906,776.74,1026.47,62.58,27.35,4.14,0.0
20191219:1006,780.08,1038.54,63.79,28.24,4.0,0.0
20191219:1106,721.93,958.33,57.62,28.84,3.79,0.0
20191219:1206,637.66,838.81,47.15,29.11,3.59,0.0
20191219:1306,466.56,609.44,34.81,29.05,3.38,0.0
20191219:1406,264.97,360.05,21.62,28.6,3.17,0.0
20191219:1506,53.76,97.43,8.04,27.3,2.21,0.0
20191219:1606,0.0,0.0,0.0,25.31,2.14,0.0
20191219:1706,0.0,0.0,0.0,23.89,2.41,0.0
20191219:1806,0.0,0.0,0.0,22.95,2.69,0.0
20191219:1906,0.0,0.0,0.0,22.0,2.55,0.0
20191219:2006,0.0,0.0,0.0,21.35,2.55,0.0
20191219:2106,0.0,0.0,0.0,20.82,2.48,0.0
20191219:2206,0.0,0.0,0.0,20.23,2.14,0.0
20191219:2306,0.0,0.0,0.0,19.61,1.93,0.0
20191220:0006,0.0,0.0,0.0,19.05,1.86,0.0
20191220:0106,0.0,0.0,0.0,18.93,1.93,0.0
20191220:0206,0.0,0.0,0.0,18.13,2.0,0.0
20191220:0306,0.0,0.0,0.0,17.82,2.0,0.0
20191220:0406,13.71,38.52,3.76,17.4,1.93,0.0
20191220:0506,207.06,282.11,17.4,18.61,1.31,0.0
20191220:0606,410.03,527.47,30.74,22.24,1.52,0.0
20191220:0706,574.38,745.59,43.42,24.46,2.14,0.0
20191220:0806,692.82,910.45,54.65,26.2,3.1,0.0
20191220:0906,761.11,1011.83,62.52,27.37,3.52,0.0
20191220:1006,761.95,1018.55,63.79,28.41,3.59,0.0
20191220:1106,691.58,919.84,57.67,28.93,3.45,0.0
20191220:1206,613.99,810.83,47.23,29.45,3.24,0.0
20191220:1306,451.16,591.68,34.9,29.51,3.1,0.0
20191220:1406,253.63,346.0,21.72,29.16,2.76,0.0
20191220:1506,48.86,87.87,8.15,27.88,1.72,0.0
20191220:1606,0.0,0.0,0.0,26.1,2.0,0.0
20191220:1706,0.0,0.0,0.0,24.35,2.14,0.0
20191220:1806,0.0,0.0,0.0,23.19,2.34,0.0
20191220:1906,0.0,0.0,0.0,21.92,1.52,0.0
20191220:2006,0.0,0.0,0.0,21.39,1.59,0.0
20191220:2106,0.0,0.0,0.0,20.56,1.45,0.0
20191220:2206,0.0,0.0,0.0,19.73,1.1,0.0
20191220:2306,0.0,0.0,0.0,19.78,0.69,0.0
20191221:0006,0.0,0.0,0.0,19.63,0.62,0.0
20191221:0106,0.0,0.0,0.0,19.4,0.62,0.0
20191221:0206,0.0,0.0,0.0,19.03,0.62,0.0
20191221:0306,0.0,0.0,0.0,18.57,0.9,0.0
20191221:0406,10.13,28.89,3.65,18.53,1.17,0.0
20191221:0506,191.09,261.73,17.29,19.49,0.83,0.0
20191221:0606,378.04,490.29,30.64,23.18,1.1,0.0
20191221:0706,562.21,732.71,43.32,24.55,1.79,0.0
20191221:0806,689.06,911.69,54.56,25.78,2.41,0.0
20191221:0906,751.46,1014.07,62.47,26.34,2.14,0.0
20191221:1006,738.31,1004.75,63.81,27.04,1.86,0.0
20191221:1106,701.59,955.3,57.73,27.7,1.59,0.0
20191221:1206,616.15,822.76,47.32,28.15,1.86,0.0
20191221:1306,462.59,608.41,35.0,28.1,2.0,0.0
20191221:1406,266.71,362.28,21.82,27.68,2.14,0.0
20191221:1506,53.41,95.4,8.25,26.86,1.86,0.0
20191221:1606,0.0,0.0,0.0,25.47,1.72,0.0
20191221:1706,0.0,0.0,0.0,24.35,1.72,0.0
20191221:1806,0.0,0.0,0.0,23.33,1.66,0.0
20191221:1906,0.0,0.0,0.0,22.64,1.93,0.0
20191221:2006,0.0,0.0,0.0,21.86,1.79,0.0
20191221:2106,0.0,0.0,0.0,21.48,1.72,0.0
20191221:2206,0.0,0.0,0.0,21.15,1.59,0.0
20191221:2306,0.0,0.0,0.0,20.78,1.38,0.0
20191222:0006,0.0,0.0,0.0,19.98,1.31,0.0
20191222:0106,0.0,0.0,0.0,19.64,1.17,0.0
20191222:0206,0.0,0.0,0.0,19.41,1.38,0.0
20191222:0306,0.0,0.0,0.0,19.13,1.59,0.0
20191222:0406,9.46,28.0,3.54,18.79,1.59,0.0
20191222:0506,195.59,269.67,17.19,20.36,1.1,0.0
20191222:0606,401.19,516.75,30.53,22.77,1.66,0.0
20191222:0706,578.3,745.0,43.23,24.9,2.97,0.0
20191222:0806,685.31,896.81,54.48,26.1,3.31,0.0
20191222:0906,737.01,982.15,62.43,27.06,3.03,0.0
20191222:1006,721.5,967.33,63.82,27.75,2.83,0.0
20191222:1106,672.33,898.42,57.8,28.32,2.69,0.0
20191222:1206,612.28,811.91,47.41,28.58,2.48,0.0
20191222:1306,453.7,593.81,35.1,28.13,2.48,0.0
20191222:1406,264.62,357.45,21.93,27.24,2.62,0.0
20191222:1506,1.21,8.99,8.36,26.5,1.66,0.0
20191222:1606,0.0,0.0,0.0,25.36,1.45,0.0
20191222:1706,0.0,0.0,0.0,24.22,1.66,0.0
20191222:1806,0.0,0.0,0.0,23.25,1.86,0.0
20191222:1906,0.0,0.0,0.0,22.7,1.52,0.0
20191222:2006,0.0,0.0,0.0,22.33,1.59,0.0
20191222:2106,0.0,0.0,0.0,21.93,1.52,0.0
20191222:2206,0.0,0.0,0.0,21.71,1.45,0.0
20191222:2306,0.0,0.0,0.0,21.21,1.52,0.0
20191223:0006,0.0,0.0,0.0,20.73,1.45,0.0
20191223:0106,0.0,0.0,0.0,20.39,1.38,0.0
20191223:0206,0.0,0.0,0.0,19.81,1.38,0.0
20191223:0306,0.0,0.0,0.0,19.27,1.31,0.0
20191223:0406,0.0,3.0,3.43,19.16,1.31,0.0
20191223:0506,94.03,133.35,17.08,20.63,1.03,0.0
20191223:0606,299.41,387.21,30.43,23.14,1.66,0.0
20191223:0706,446.56,574.85,43.13,23.41,1.86,0.0
20191223:0806,550.06,718.05,54.41,24.76,2.14,0.0
20191223:0906,683.87,913.6,62.39,25.64,2.0,0.0
20191223:1006,709.05,960.04,63.85,26.45,1.72,0.0
20191223:1106,585.73,782.67,57.87,26.64,1.52,0.0
20191223:1206,574.79,760.88,47.5,26.25,1.52,0.0
20191223:1306,291.23,382.36,35.2,26.12,1.45,0.0
20191223:1406,94.67,136.15,22.03,25.66,1.03,0.0
20191223:1506,36.8,65.04,8.47,25.21,0.97,0.0
20191223:1606,0.0,0.0,0.0,24.1,1.1,0.0
20191223:1706,0.0,0.0,0.0,23.1,1.03,0.0
20191223:1806,0.0,0.0,0.0,22.59,1.38,0.0
20191223:1906,0.0,0.0,0.0,21.99,1.45,0.0
20191223:2006,0.0,0.0,0.0,21.45,1.45,0.0
20191223:2106,0.0,0.0,0.0,20.96,1.52,0.0
